0.015625	16	3	0.5	0.984361990008	0
256	0.5	1	0.535791805094	-0.000832639481519	0.0862263735083
1	32	19	0.5	-0.000832639467085	0
0.015625	0.00390625	19	0.829485049834	0.978276470514	0.524389260222
0.00390625	16	5	0.5	0.996090497502	0
0.0625	0.25	19	0.5	0.937447960033	0
1024	0.0625	15	0.563478682171	-0.000832639467111	0.111510257608
0.0625	32	17	0.5	0.937447960033	0
0.00390625	32	3	0.5	0.996090497502	0
0.015625	32	14	0.5	0.984361990008	0
0.015625	0.25	1	0.587990033223	0.984356685563	0.173202258508
0.0625	2	8	0.5	0.937447960033	0
256	16	1	0.5	-0.000832639467111	0
0.0009765625	0.25	3	0.505974529347	0.999022624376	0.0206927335332
16	0.0625	5	0.649820044297	-0.000831704461885	0.242820946981
0.0009765625	0.25	5	0.5	0.999022624376	0
0.00390625	16	14	0.5	0.996090497502	0
0.00390625	0.03125	1	0.89699889258	0.977982423563	0.638143443653
0.0009765625	0.25	8	0.5	0.999022624376	0
16	2	3	0.5	-0.000832639467111	0
0.0625	32	6	0.5	0.937447960033	0
16	4	19	0.5	-0.000832639467111	0
0.0009765625	0.5	17	0.5	0.999022624376	0
0.25	4	5	0.5	0.749791840133	0
4	0.0009765625	10	0.51515503876	-1.34752631187	0.0800057896084
0.00390625	16	8	0.5	0.996090497502	0
0.0009765625	0.25	14	0.5	0.999022624376	0
0.0625	32	19	0.5	0.937447960033	0
1	32	17	0.5	-0.000832639467085	0
0.015625	0.5	17	0.5	0.984361990008	0
0.0009765625	32	14	0.5	0.999022624376	0
1024	16	17	0.5	-0.000832639467111	0
16	4	1	0.5	-0.000832639467111	0
